2019-04-26 04:01:38,185 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@32eff876: startup date [Fri Apr 26 04:01:38 UTC 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-04-26 04:01:39,973 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/home/ubuntu/activeMQHere/apache-activemq-5.15.9/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2019-04-26 04:01:40,115 | INFO  | PListStore:[/home/ubuntu/activeMQHere/apache-activemq-5.15.9/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2019-04-26 04:01:40,272 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:master-39215-1556251300128-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2019-04-26 04:01:40,314 | INFO  | Listening for connections at: tcp://master:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-04-26 04:01:40,317 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2019-04-26 04:01:40,327 | INFO  | Listening for connections at: amqp://master:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-04-26 04:01:40,333 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2019-04-26 04:01:40,341 | INFO  | Listening for connections at: stomp://master:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-04-26 04:01:40,345 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2019-04-26 04:01:40,351 | INFO  | Listening for connections at: mqtt://master:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-04-26 04:01:40,354 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2019-04-26 04:01:40,365 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2019-04-26 04:01:40,418 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2019-04-26 04:01:40,568 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@736ac09a{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2019-04-26 04:01:40,648 | INFO  | Listening for connections at ws://master:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2019-04-26 04:01:40,649 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2019-04-26 04:01:40,653 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:master-39215-1556251300128-0:1) started | org.apache.activemq.broker.BrokerService | main
2019-04-26 04:01:40,654 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2019-04-26 04:01:40,655 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /home/ubuntu/activeMQHere/apache-activemq-5.15.9/data/kahadb only has 4800 mb of usable space. - resetting to maximum available disk space: 4800 mb | org.apache.activemq.broker.BrokerService | main
2019-04-26 04:01:40,656 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /home/ubuntu/activeMQHere/apache-activemq-5.15.9/data only has 4800 mb of usable space. - resetting to maximum available disk space: 4800 mb | org.apache.activemq.broker.BrokerService | main
2019-04-26 04:01:41,779 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2019-04-26 04:01:42,074 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2019-04-26 04:01:42,075 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2019-04-26 04:01:42,156 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
